filenames,result,result2,result3,nnpens,nepens,eepens
graph_140,1740.207096632168,1478.7284005484523,1217.2497044647366,452.2609783054179,764.9887261593187,522.9573921674314
graph_141,1857.9576370227524,1412.6650967371895,967.3725564516268,356.746902798111,610.6256536535158,890.5850805711256
graph_142,1819.705941119515,1549.3080412393656,1278.9101413592161,462.64692790955536,816.2632134496607,540.7957997602989
graph_143,1803.6712709490891,1555.6331044179033,1307.5949378867174,502.6934466356141,804.9014912511033,496.0763330623717
graph_144,1939.8695322121048,1466.9893599919042,994.1091877717038,356.63635778755906,637.4728299841447,945.760344440401
graph_145,1189.3458229842397,991.864428263269,794.3830335422983,356.5485346119696,437.8344989303287,394.9627894419414
graph_146,1816.17870994457,1388.9019831956941,961.6252564468184,356.38181771802,605.2434387287984,854.5534534977515
graph_147,1976.3163069099364,1476.8478870406748,977.3794671714131,357.20866530485773,620.1708018665554,998.9368397385232
graph_148,2138.361754817931,1877.9140698103954,1617.4663848028601,684.9805114433311,932.485873359529,520.8953700150706
graph_149,1490.7965326301623,1164.8477237597867,838.898914889411,356.4533136527946,482.4456012366164,651.8976177407513
graph_150,1839.5870624145357,1291.2391158323494,742.8911692501633,356.38181771801993,386.50935153214334,1096.6958931643724
graph_151,1616.3190179865633,1322.6810137240996,1029.0430094616358,364.22588002419167,664.8171294374441,587.2760085249275
graph_152,1255.3470846031028,1002.8071143982013,750.2671441932998,356.4534347530066,393.81370944029317,505.07994040980293
graph_153,2055.757741778061,1756.0168551959177,1456.2759686137747,570.7579609476405,885.5180076661343,599.4817731642862
graph_154,1892.882953688052,1413.2454998731914,933.6080460583307,356.38181771801993,577.2262283403107,959.2749076297214
graph_155,1726.1804027674784,1411.558567538108,1096.9367323087379,384.09568575615737,712.8410465525806,629.2436704587404
graph_156,1593.2256764208703,1182.9775252042891,772.729373987708,356.40592253005207,416.32345145765584,820.4963024331623
graph_157,1610.3450053416564,1314.858966346176,1019.3729273506956,357.00759141341297,662.3653359372827,590.9720779909608
graph_158,1735.433616121117,1488.3122166487556,1241.1908171763941,452.9268274008024,788.2639897755918,494.2427989447228
graph_159,1852.5982182825799,1420.0448994494802,987.4915806163806,356.6113046893294,630.8802759270512,865.1066376661993
graph_160,1730.2753298821872,1313.5541763877743,896.8330228933614,356.38181771801993,540.4512051753414,833.4423069888259
graph_161,1771.9478322540303,1420.2164163332066,1068.4850004123828,386.3411977210218,682.1438026913609,703.4628318416477
graph_162,1615.2684350152576,1240.900703991677,866.5329729680964,356.38181771801993,510.1511552500764,748.7354620471611
graph_163,1668.482146903656,1335.9041152180275,1003.3260835323993,356.38181771801993,646.9442658143794,665.1560633712568
graph_164,1500.188151154122,1223.1777606135336,946.1673700729455,356.38181771801993,589.7855523549256,554.0207810811763
graph_165,1641.9902317527408,1267.5977983007972,893.2053648488538,356.38181771801993,536.8235471308338,748.7848669038868
graph_166,1559.2384406860706,1241.732286698513,924.2261327109554,356.38181771801993,567.8443149929356,635.0123079751153
graph_167,2043.3944025863398,1789.8300753115884,1536.265748036837,633.1071483617206,903.1585996751164,507.1286545495028
graph_168,1615.112487660166,1306.727839607575,998.3431915549843,366.86732716872336,631.4758643862609,616.7692961051816
graph_169,1516.954426701579,1137.8293149285032,758.7042031554274,356.41289162327445,402.2913115321529,758.2502235461517
graph_170,1453.6363781610069,1235.9110773577952,1018.1857765545836,356.9760432389485,661.2097333156352,435.4506016064233
graph_171,1745.7963970134622,1337.2072169976432,928.6180369818244,356.38181771801993,572.2362192638044,817.1783600316378
graph_172,1838.5164648507273,1512.0124992851984,1185.5085337196692,427.5574880470286,757.9510456726406,653.0079311310581
graph_173,1567.8163861264952,1287.0781042957017,1006.3398224649083,361.660409476112,644.6794129887962,561.476563661587
graph_174,1893.4163109935887,1450.1085896226284,1006.8008682516681,356.38181771801993,650.4190505336483,886.6154427419206
graph_175,2150.5813221315875,1807.084329124803,1463.5873361180186,572.8890470668564,890.6982890511622,686.9939860135689
graph_176,1926.5152797846004,1667.7200336582116,1408.9247875318229,561.4188059043857,847.505981627437,517.5904922527776
graph_177,1811.3426508538441,1476.7638050172352,1142.1849591806263,415.29255863789894,726.8924005427274,669.1576916732179
graph_178,1599.5199444570899,1187.9679954840929,776.4160465110959,356.38181771801993,420.034228793076,823.1038979459938
graph_179,1802.4329167449032,1538.8414614445192,1275.2500061441349,484.801166364753,790.4488397793818,527.1829106007684
graph_180,1428.1263275885692,1104.314430523842,780.5025334591147,356.38181771801993,424.1207157410948,647.6237941294545
graph_181,1518.4045220140524,1164.401857137676,810.3991922612995,356.38181771801993,454.0173745432795,708.005329752753
graph_182,2849.681470711752,2542.415816859328,2235.1501630069047,1131.5797924986305,1103.5703705082742,614.531307704847
graph_183,2411.4721772192197,2108.18729849143,1804.9024197636395,775.8805707922388,1029.0218489714007,606.5697574555804
graph_184,1991.2409942618174,1523.6951040311528,1056.1492138004883,372.7124295369187,683.4367842635696,935.0917804613292
graph_185,1406.131441213206,1141.4676449132323,876.8038486132587,356.38181771801993,520.4220308952387,529.3275925999474
graph_186,1566.6206782718345,1235.7999120163486,904.9791457608624,356.48715596561425,548.4919897952482,661.6415325109723
graph_187,1473.8864450861279,1138.0877208851462,802.2889966841647,356.4291671391754,445.85982954498934,671.5974484019631
graph_188,1421.5002004824553,1218.2990286918364,1015.0978569012175,362.7106553418721,652.3872015593454,406.40234358123774
graph_189,2418.707545148639,2102.590347306208,1786.4731494637772,761.6081800469683,1024.864969416809,632.234395684862
graph_190,1669.199116129153,1251.687868139808,834.1766201504631,356.478099706511,477.6985204439522,835.0224959786898
graph_191,1750.525482398271,1356.3720565335261,962.2186306687814,356.5510980259097,605.6675326428717,788.3068517294895
graph_192,1512.2491175399941,1199.1359434635142,886.0227693870346,356.7356480866274,529.2871213004072,626.2263481529594
graph_193,1490.5831534117474,1259.416520010082,1028.2498866084165,364.3495565891174,663.9003300192992,462.3332668033308
graph_194,1802.8547350253484,1469.1654612780105,1135.4761875306726,405.0201343935841,730.4560531370885,667.3785474946759
graph_195,1523.3421033972445,1266.4966864349572,1009.6512694726697,356.51706113316436,653.1342083395053,513.6908339245749
graph_196,1417.5456205107794,1148.6069693239065,879.6683181370335,356.5924482596653,523.0758698773682,537.8773023737459
graph_197,1529.3387643790147,1264.8708923619456,1000.4030203448767,356.38181771801993,644.0212026268567,528.935744034138
graph_198,1478.5552244515948,1112.0003474080336,745.4454703644725,356.38181771801993,389.06365264645257,733.1097540871224
graph_199,2726.2010751611087,2442.442687881686,2158.6843006022636,1046.9752706260258,1111.7090299762376,567.5167745588452
